domain1,domain2,interdomain,signal,class1,class2,GT,GT_ratio_order,weight,prediction,accuracy,precision,abstention
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,satellite,observatory,1,0,0.5,1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,satellite,oil tanker,-1,0,2.9896251918515304e-08,1.0,0,0.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,satellite,percussion instrument,1,0,0.0010796488840592033,1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,satellite,skyscraper,-1,0,-0.9919063231182146,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,satellite,smartphone,-1,6,-0.9997820173455012,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,satellite,space station,1,3,0.9991971370322443,1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,satellite,spacecraft,-1,0,-0.9974765939701695,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,satellite,submarine,1,0,0.5,1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,satellite,wind turbine,-1,1,-0.9842547382505258,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,skyscraper,bicycle,-1,5,-0.990196446234433,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,skyscraper,industrial robot,-1,2,-0.9976550321658473,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,smartphone,bicycle,1,0,0.49174161609343,1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,smartphone,industrial robot,1,3,0.9997807893375212,1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,smartphone,skyscraper,1,5,0.9997820131211945,1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,space station,bicycle,-1,8,-0.9901967354817878,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,space station,formula one circuit,-1,1,-0.9999999997349012,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,space station,helicopter,-1,4,-0.9999999999999873,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,space station,industrial robot,-1,6,-0.9977075082793461,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,space station,merchant ship,-1,4,-0.9999994258734253,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,space station,observatory,-1,2,-0.9998873624095828,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,space station,oil tanker,-1,3,-0.9999999847998632,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,space station,percussion instrument,-1,2,-0.9995251761823347,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,space station,skyscraper,-1,3,-0.993258951850583,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,space station,smartphone,-1,9,-0.9997820175076226,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,space station,spacecraft,-1,3,-0.9989834002981779,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,space station,submarine,-1,2,-0.9940163946137766,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,space station,wind turbine,-1,5,-0.984447679597442,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,spacecraft,bicycle,-1,5,-0.9901966486666463,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,spacecraft,formula one circuit,1,1,0.9987171401687852,1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,spacecraft,helicopter,-1,1,-0.9999992290196333,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,spacecraft,industrial robot,-1,2,-0.9976918964424132,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,spacecraft,merchant ship,-1,0,-0.9999058150192284,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,spacecraft,percussion instrument,1,1,0.5,1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,spacecraft,skyscraper,1,0,0.0,0.0,0,,1.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,spacecraft,smartphone,-1,5,-0.999782016191069,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,spacecraft,wind turbine,-1,1,-0.9828125181616274,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,submarine,bicycle,-1,6,-0.9901967298874095,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,submarine,formula one circuit,1,0,0.5,1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,submarine,helicopter,-1,2,-0.9999999999999933,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,submarine,industrial robot,-1,3,-0.9977065055291459,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,submarine,merchant ship,-1,2,-0.999999263109998,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,submarine,observatory,-1,0,-0.9840652756065913,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,submarine,oil tanker,-1,1,-0.9999999785759558,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,submarine,percussion instrument,-1,0,0.0007300350033722092,1.0,0,0.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,submarine,skyscraper,-1,1,-0.9925799049537842,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,submarine,smartphone,-1,7,-0.9997820174227837,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,submarine,spacecraft,-1,1,-0.998360600583369,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,submarine,wind turbine,-1,2,-0.9843469787573028,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,wind turbine,bicycle,-1,3,-0.990193428550059,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,wind turbine,formula one circuit,1,3,0.984397625652233,1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,wind turbine,industrial robot,-1,0,0.0029830790958472186,1.0,0,0.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,wind turbine,merchant ship,1,0,0.9785032307470932,1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,wind turbine,percussion instrument,1,2,0.9824067196742158,1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,wind turbine,skyscraper,1,1,0.9782712070705808,1.0,1,1.0,0.0
man-made_object,man-made_object,False,gpt3_few_shot_cardinality,wind turbine,smartphone,-1,4,-0.9997819673608785,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,bicycle,industrial robot,1,2,0.5,1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,formula one circuit,bicycle,-1,7,0.9890341531952229,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,formula one circuit,industrial robot,-1,4,0.9890833602468966,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,formula one circuit,merchant ship,-1,2,0.9881582220635924,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,formula one circuit,percussion instrument,-1,0,-0.011015247321379595,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,formula one circuit,skyscraper,-1,1,-0.5,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,formula one circuit,smartphone,-1,7,0.988885188404366,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,helicopter,bicycle,-1,4,0.9930765428810102,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,helicopter,formula one circuit,1,2,-0.9882692840370817,-1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,helicopter,industrial robot,-1,1,0.9952490303838615,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,helicopter,merchant ship,1,0,-0.5,-1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,helicopter,percussion instrument,1,2,-0.009941532370299377,-1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,helicopter,skyscraper,1,1,-0.9892282554816806,-1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,helicopter,smartphone,-1,4,0.9791148391321352,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,helicopter,wind turbine,-1,0,-0.5,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,merchant ship,bicycle,-1,4,0.5,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,merchant ship,industrial robot,-1,1,0.9762081953479733,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,merchant ship,percussion instrument,1,2,-0.5,-1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,merchant ship,skyscraper,1,0,-0.9892023044487518,-1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,merchant ship,smartphone,-1,5,0.5,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,observatory,bicycle,-1,6,0.9978718968338237,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,observatory,formula one circuit,1,1,-0.5,-1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,observatory,helicopter,-1,1,0.996615904051018,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,observatory,industrial robot,-1,3,0.9979361941138416,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,observatory,merchant ship,-1,1,-0.003671425325965094,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,observatory,percussion instrument,1,0,-0.002194262998603813,-1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,observatory,skyscraper,-1,0,-0.9864067145015529,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,observatory,smartphone,-1,6,0.9976660359336249,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,observatory,spacecraft,-1,0,-0.00420169528684175,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,observatory,wind turbine,-1,2,0.9921670102763328,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,oil tanker,bicycle,-1,5,0.9801006326898698,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,oil tanker,formula one circuit,1,2,-0.9887850220795151,-1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,oil tanker,helicopter,-1,0,0.5,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,oil tanker,industrial robot,-1,2,0.9926114729256019,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,oil tanker,merchant ship,-1,0,-0.5,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,oil tanker,observatory,1,0,-0.997519802101834,-1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,oil tanker,percussion instrument,1,1,-0.5,-1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,oil tanker,skyscraper,1,0,-0.9893554530573809,-1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,oil tanker,smartphone,-1,5,0.5,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,oil tanker,spacecraft,1,0,-0.9859351641667844,-1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,oil tanker,wind turbine,-1,1,0.5,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,percussion instrument,bicycle,-1,6,0.5,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,percussion instrument,industrial robot,-1,3,0.5,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,percussion instrument,skyscraper,-1,1,0.01059410180113704,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,percussion instrument,smartphone,-1,7,0.5,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,satellite,bicycle,-1,5,0.9881202060726314,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,satellite,formula one circuit,1,1,0.5,1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,satellite,helicopter,-1,1,0.9873011426899494,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,satellite,industrial robot,-1,2,0.9881729281297732,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,satellite,merchant ship,-1,1,0.9871823436122162,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,satellite,observatory,1,0,0.5,1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,satellite,oil tanker,-1,0,0.9878533296856162,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,satellite,percussion instrument,1,0,0.9880672799407062,1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,satellite,skyscraper,-1,0,0.5,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,satellite,smartphone,-1,6,0.9879606218317737,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,satellite,space station,1,3,0.9879061198545962,1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,satellite,spacecraft,-1,0,0.9869008250408378,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,satellite,submarine,1,0,0.5,1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,satellite,wind turbine,-1,1,0.9858990644908863,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,skyscraper,bicycle,-1,5,0.9894184737631064,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,skyscraper,industrial robot,-1,2,0.9894310362709122,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,smartphone,bicycle,1,0,-0.5,-1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,smartphone,industrial robot,1,3,0.5,1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,smartphone,skyscraper,1,5,-0.9893806957785545,-1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,space station,bicycle,-1,8,-0.5,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,space station,formula one circuit,-1,1,-0.988834297626118,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,space station,helicopter,-1,4,-0.5,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,space station,industrial robot,-1,6,0.5,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,space station,merchant ship,-1,4,-0.5,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,space station,observatory,-1,2,-0.9975856378710835,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,space station,oil tanker,-1,3,-0.5,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,space station,percussion instrument,-1,2,-0.5,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,space station,skyscraper,-1,3,-0.9893680205118252,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,space station,smartphone,-1,9,-0.5,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,space station,spacecraft,-1,3,-0.9860151309387156,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,space station,submarine,-1,2,-0.9772039068815503,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,space station,wind turbine,-1,5,-0.5,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,spacecraft,bicycle,-1,5,0.9965333236494027,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,spacecraft,formula one circuit,1,1,-0.9878951834203258,-1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,spacecraft,helicopter,-1,1,0.5,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,spacecraft,industrial robot,-1,2,0.9974131994670168,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,spacecraft,merchant ship,-1,0,-0.5,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,spacecraft,percussion instrument,1,1,-0.004617915516610616,-1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,spacecraft,skyscraper,1,0,-0.9891383698563831,-1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,spacecraft,smartphone,-1,5,0.9915536638685778,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,spacecraft,wind turbine,-1,1,0.5,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,submarine,bicycle,-1,6,0.977474275173949,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,submarine,formula one circuit,1,0,0.5,1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,submarine,helicopter,-1,2,0.9764473931687504,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,submarine,industrial robot,-1,3,0.9775412131784311,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,submarine,merchant ship,-1,2,0.9763027235379445,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,submarine,observatory,-1,0,0.5,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,submarine,oil tanker,-1,1,0.9771369350072966,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,submarine,percussion instrument,-1,0,-0.022592828464829573,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,submarine,skyscraper,-1,1,-0.5,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,wikidata,submarine,smartphone,-1,7,0.9772723070205405,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,submarine,spacecraft,-1,1,0.9759537590525772,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,submarine,wind turbine,-1,2,0.5,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,wind turbine,bicycle,-1,3,0.5,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,wind turbine,formula one circuit,1,3,-0.986957793723164,-1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,wind turbine,industrial robot,-1,0,0.5,1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,wind turbine,merchant ship,1,0,-0.5,-1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,wind turbine,percussion instrument,1,2,-0.5,-1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,wind turbine,skyscraper,1,1,-0.9889278221696545,-1.0,0,0.0,0.0
man-made_object,man-made_object,False,wikidata,wind turbine,smartphone,-1,4,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,NBA player,animation feature film,-1,0,0.9998016541834909,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,NBA player,board game,-1,1,0.9998207327321016,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,NBA player,book,-1,4,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,NBA player,film,-1,2,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,NBA player,mobile app,-1,3,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,NBA player,national dance,1,1,0.9999023883308006,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,NBA player,painting,-1,1,0.02027999192183,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,NBA player,patent,-1,2,-0.9984545780925882,-1.0,1,1.0,0.0
occupation,creative_work,True,coqex,NBA player,play,-1,0,-0.5,-1.0,1,1.0,0.0
occupation,creative_work,True,coqex,NBA player,religious text,1,2,0.5,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,NBA player,scientific paper,-1,4,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,NBA player,song,-1,4,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,NBA player,technological invention,1,0,0.9993462160957677,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,NBA player,video game,-1,2,0.9993718699649984,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,NBA player,website,-1,5,-0.5,-1.0,1,1.0,0.0
occupation,creative_work,True,coqex,actor,animation feature film,1,2,0.5,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,actor,board game,1,1,0.5,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,actor,book,-1,1,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,actor,film,1,0,0.5,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,actor,mobile app,-1,0,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,actor,national dance,1,4,0.5,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,actor,painting,1,1,0.5,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,actor,patent,1,0,0.5,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,actor,play,1,2,0.5,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,actor,religious text,1,5,0.5,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,actor,scientific paper,-1,1,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,actor,song,-1,1,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,actor,technological invention,1,3,0.5,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,actor,video game,1,0,0.5,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,actor,website,-1,2,-0.5,-1.0,1,1.0,0.0
occupation,creative_work,True,coqex,airline pilot,animation feature film,1,1,0.9999977693588931,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,airline pilot,board game,1,0,0.9999977696864273,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,airline pilot,book,-1,2,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,airline pilot,film,-1,0,0.9999582414568648,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,airline pilot,mobile app,-1,1,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,airline pilot,national dance,1,3,0.9999977715037929,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,airline pilot,painting,1,0,0.9999974038237445,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,airline pilot,patent,-1,0,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,airline pilot,play,1,1,0.5,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,airline pilot,religious text,1,4,0.9954906194312758,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,airline pilot,scientific paper,-1,2,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,airline pilot,song,-1,2,0.995447935029901,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,airline pilot,technological invention,1,2,0.9999977672427864,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,airline pilot,video game,-1,0,0.9999977672216156,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,airline pilot,website,-1,3,-0.5,-1.0,1,1.0,0.0
occupation,creative_work,True,coqex,architect,animation feature film,1,2,0.5,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,architect,board game,1,1,0.5,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,architect,book,-1,1,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,architect,film,1,0,0.5,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,architect,mobile app,-1,0,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,architect,national dance,1,3,0.5,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,architect,painting,1,1,0.5,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,architect,patent,-1,0,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,architect,play,1,2,0.5,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,architect,religious text,1,4,0.5,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,architect,scientific paper,-1,1,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,architect,song,-1,1,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,architect,technological invention,1,3,0.5,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,architect,video game,1,0,0.5,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,architect,website,-1,2,-0.5,-1.0,1,1.0,0.0
occupation,creative_work,True,coqex,astronaut,animation feature film,-1,1,0.999997318892092,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,astronaut,board game,-1,2,0.9999975783988292,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,astronaut,book,-1,5,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,astronaut,film,-1,3,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,astronaut,mobile app,-1,4,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,astronaut,national dance,1,0,0.9999984892581049,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,astronaut,painting,-1,2,0.0246170121177246,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,astronaut,patent,-1,3,-0.9984450170516905,-1.0,1,1.0,0.0
occupation,creative_work,True,coqex,astronaut,play,-1,1,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,astronaut,religious text,1,1,0.5,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,astronaut,scientific paper,-1,5,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,astronaut,song,-1,5,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,astronaut,technological invention,-1,0,0.9999949295874332,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,astronaut,video game,-1,3,0.9999950349771816,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,astronaut,website,-1,6,-0.5,-1.0,1,1.0,0.0
occupation,creative_work,True,coqex,dentist,animation feature film,1,2,0.9998985304184582,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,dentist,board game,1,1,0.9998985599469383,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,dentist,book,-1,1,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,dentist,film,1,0,0.9751102510451837,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,dentist,mobile app,-1,0,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,dentist,national dance,1,3,0.9998987237892452,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,dentist,painting,1,1,0.999861477406928,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,dentist,patent,-1,0,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,dentist,play,1,1,0.5,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,dentist,religious text,1,4,0.5,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,dentist,scientific paper,-1,1,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,dentist,song,-1,1,0.5,1.0,0,0.0,0.0
occupation,creative_work,True,coqex,dentist,technological invention,1,3,0.9998983390757294,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,dentist,video game,1,0,0.999898337196444,1.0,1,1.0,0.0
occupation,creative_work,True,coqex,dentist,website,-1,3,-0.5,-1.0,1,1.0,0.0
occupation,creative_work,True,coqex,fashion designer,animation feature film,1,1,-0.010608218040314421,-1.0,0,0.0,0.0
