domain1,domain2,interdomain,class1,class2,GT,GT_ratio_order,prediction,accuracy,precision,abstention
geographical_entity,man-made_object,True,nuclear power plant,industrial robot,-1,3,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,nuclear power plant,merchant ship,-1,2,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,nuclear power plant,observatory,-1,0,1.0,0,0.0,0.0
geographical_entity,man-made_object,True,nuclear power plant,oil tanker,-1,1,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,nuclear power plant,percussion instrument,-1,0,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,nuclear power plant,satellite,-1,1,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,nuclear power plant,skyscraper,-1,1,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,nuclear power plant,smartphone,-1,7,1.0,0,0.0,0.0
geographical_entity,man-made_object,True,nuclear power plant,space station,1,2,1.0,1,1.0,0.0
geographical_entity,man-made_object,True,nuclear power plant,spacecraft,-1,1,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,nuclear power plant,submarine,-1,0,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,nuclear power plant,wind turbine,-1,2,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,river,bicycle,-1,3,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,river,formula one circuit,1,3,1.0,1,1.0,0.0
geographical_entity,man-made_object,True,river,helicopter,1,0,1.0,1,1.0,0.0
geographical_entity,man-made_object,True,river,industrial robot,-1,0,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,river,merchant ship,1,0,1.0,1,1.0,0.0
geographical_entity,man-made_object,True,river,observatory,1,2,1.0,1,1.0,0.0
geographical_entity,man-made_object,True,river,oil tanker,1,1,1.0,1,1.0,0.0
geographical_entity,man-made_object,True,river,percussion instrument,1,2,1.0,1,1.0,0.0
geographical_entity,man-made_object,True,river,satellite,1,1,1.0,1,1.0,0.0
geographical_entity,man-made_object,True,river,skyscraper,1,1,1.0,1,1.0,0.0
geographical_entity,man-made_object,True,river,smartphone,-1,4,1.0,0,0.0,0.0
geographical_entity,man-made_object,True,river,space station,1,5,1.0,1,1.0,0.0
geographical_entity,man-made_object,True,river,spacecraft,1,1,1.0,1,1.0,0.0
geographical_entity,man-made_object,True,river,submarine,1,2,1.0,1,1.0,0.0
geographical_entity,man-made_object,True,river,wind turbine,-1,0,1.0,0,0.0,0.0
geographical_entity,man-made_object,True,volcano,bicycle,-1,4,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,volcano,formula one circuit,1,2,1.0,1,1.0,0.0
geographical_entity,man-made_object,True,volcano,helicopter,-1,0,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,volcano,industrial robot,-1,2,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,volcano,merchant ship,-1,0,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,volcano,observatory,1,1,1.0,1,1.0,0.0
geographical_entity,man-made_object,True,volcano,oil tanker,1,0,-1.0,0,0.0,0.0
geographical_entity,man-made_object,True,volcano,percussion instrument,1,1,0.0,0,,1.0
geographical_entity,man-made_object,True,volcano,satellite,1,0,-1.0,0,0.0,0.0
geographical_entity,man-made_object,True,volcano,skyscraper,1,0,-1.0,0,0.0,0.0
geographical_entity,man-made_object,True,volcano,smartphone,-1,5,1.0,0,0.0,0.0
geographical_entity,man-made_object,True,volcano,space station,1,3,1.0,1,1.0,0.0
geographical_entity,man-made_object,True,volcano,spacecraft,1,0,1.0,1,1.0,0.0
geographical_entity,man-made_object,True,volcano,submarine,1,1,-1.0,0,0.0,0.0
geographical_entity,man-made_object,True,volcano,wind turbine,-1,1,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,world heritage site,bicycle,-1,5,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,world heritage site,formula one circuit,1,1,1.0,1,1.0,0.0
geographical_entity,man-made_object,True,world heritage site,helicopter,-1,1,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,world heritage site,industrial robot,-1,3,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,world heritage site,merchant ship,-1,1,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,world heritage site,observatory,1,0,1.0,1,1.0,0.0
geographical_entity,man-made_object,True,world heritage site,oil tanker,-1,0,1.0,0,0.0,0.0
geographical_entity,man-made_object,True,world heritage site,percussion instrument,1,0,1.0,1,1.0,0.0
geographical_entity,man-made_object,True,world heritage site,satellite,-1,0,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,world heritage site,skyscraper,-1,0,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,world heritage site,smartphone,-1,6,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,world heritage site,space station,1,2,1.0,1,1.0,0.0
geographical_entity,man-made_object,True,world heritage site,spacecraft,-1,0,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,world heritage site,submarine,1,0,1.0,1,1.0,0.0
geographical_entity,man-made_object,True,world heritage site,wind turbine,-1,2,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,zoo,bicycle,-1,5,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,zoo,formula one circuit,1,2,1.0,1,1.0,0.0
geographical_entity,man-made_object,True,zoo,helicopter,-1,0,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,zoo,industrial robot,-1,2,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,zoo,merchant ship,-1,0,-1.0,1,1.0,0.0
geographical_entity,man-made_object,True,zoo,observatory,1,1,1.0,1,1.0,0.0
geographical_entity,man-made_object,True,zoo,oil tanker,1,0,1.0,1,1.0,0.0
geographical_entity,man-made_object,True,zoo,percussion instrument,1,1,1.0,1,1.0,0.0
geographical_entity,man-made_object,True,zoo,satellite,1,0,-1.0,0,0.0,0.0
geographical_entity,man-made_object,True,zoo,skyscraper,1,0,-1.0,0,0.0,0.0
geographical_entity,man-made_object,True,zoo,smartphone,-1,5,1.0,0,0.0,0.0
geographical_entity,man-made_object,True,zoo,space station,1,3,1.0,1,1.0,0.0
geographical_entity,man-made_object,True,zoo,spacecraft,1,0,1.0,1,1.0,0.0
geographical_entity,man-made_object,True,zoo,submarine,1,1,1.0,1,1.0,0.0
geographical_entity,man-made_object,True,zoo,wind turbine,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,airport,airline,1,0,-1.0,0,0.0,0.0
geographical_entity,organization,True,airport,animation studio,1,2,1.0,1,1.0,0.0
geographical_entity,organization,True,airport,bank,-1,0,-1.0,1,1.0,0.0
geographical_entity,organization,True,airport,coal power plant,1,1,1.0,1,1.0,0.0
geographical_entity,organization,True,airport,conglomerate,1,1,1.0,1,1.0,0.0
geographical_entity,organization,True,airport,cooperative,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,airport,cryptocurrency exchange,1,1,1.0,1,1.0,0.0
geographical_entity,organization,True,airport,fast food restaurant,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,airport,football club,1,1,-1.0,0,0.0,0.0
geographical_entity,organization,True,airport,hospital,-1,0,-1.0,1,1.0,0.0
geographical_entity,organization,True,airport,public library,-1,0,-1.0,1,1.0,0.0
geographical_entity,organization,True,airport,publisher,1,0,1.0,1,1.0,0.0
geographical_entity,organization,True,airport,tea company,1,1,1.0,1,1.0,0.0
geographical_entity,organization,True,airport,travel agency,-1,0,-1.0,1,1.0,0.0
geographical_entity,organization,True,airport,university,1,0,1.0,1,1.0,0.0
geographical_entity,organization,True,ancient civilization,airline,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,ancient civilization,animation studio,-1,0,-1.0,1,1.0,0.0
geographical_entity,organization,True,ancient civilization,bank,-1,2,-1.0,1,1.0,0.0
geographical_entity,organization,True,ancient civilization,coal power plant,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,ancient civilization,conglomerate,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,ancient civilization,cooperative,-1,4,-1.0,1,1.0,0.0
geographical_entity,organization,True,ancient civilization,cryptocurrency exchange,-1,0,-1.0,1,1.0,0.0
geographical_entity,organization,True,ancient civilization,fast food restaurant,-1,3,-1.0,1,1.0,0.0
geographical_entity,organization,True,ancient civilization,football club,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,ancient civilization,hospital,-1,3,-1.0,1,1.0,0.0
geographical_entity,organization,True,ancient civilization,public library,-1,3,-1.0,1,1.0,0.0
geographical_entity,organization,True,ancient civilization,publisher,-1,2,-1.0,1,1.0,0.0
geographical_entity,organization,True,ancient civilization,tea company,-1,0,1.0,0,0.0,0.0
geographical_entity,organization,True,ancient civilization,travel agency,-1,3,-1.0,1,1.0,0.0
geographical_entity,organization,True,ancient civilization,university,-1,2,-1.0,1,1.0,0.0
geographical_entity,organization,True,castle,airline,1,2,1.0,1,1.0,0.0
geographical_entity,organization,True,castle,animation studio,1,3,1.0,1,1.0,0.0
geographical_entity,organization,True,castle,bank,1,1,-1.0,0,0.0,0.0
geographical_entity,organization,True,castle,coal power plant,1,2,-1.0,0,0.0,0.0
geographical_entity,organization,True,castle,conglomerate,1,2,1.0,1,1.0,0.0
geographical_entity,organization,True,castle,cooperative,-1,0,-1.0,1,1.0,0.0
geographical_entity,organization,True,castle,cryptocurrency exchange,1,3,-1.0,0,0.0,0.0
geographical_entity,organization,True,castle,fast food restaurant,1,0,-1.0,0,0.0,0.0
geographical_entity,organization,True,castle,football club,1,2,-1.0,0,0.0,0.0
geographical_entity,organization,True,castle,hospital,1,0,-1.0,0,0.0,0.0
geographical_entity,organization,True,castle,public library,1,0,-1.0,0,0.0,0.0
geographical_entity,organization,True,castle,publisher,1,1,-1.0,0,0.0,0.0
geographical_entity,organization,True,castle,tea company,1,3,1.0,1,1.0,0.0
geographical_entity,organization,True,castle,travel agency,1,0,-1.0,0,0.0,0.0
geographical_entity,organization,True,castle,university,1,1,-1.0,0,0.0,0.0
geographical_entity,organization,True,city,airline,1,0,1.0,1,1.0,0.0
geographical_entity,organization,True,city,animation studio,1,2,1.0,1,1.0,0.0
geographical_entity,organization,True,city,bank,-1,0,-1.0,1,1.0,0.0
geographical_entity,organization,True,city,coal power plant,1,1,1.0,1,1.0,0.0
geographical_entity,organization,True,city,conglomerate,1,1,1.0,1,1.0,0.0
geographical_entity,organization,True,city,cooperative,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,city,cryptocurrency exchange,1,1,1.0,1,1.0,0.0
geographical_entity,organization,True,city,fast food restaurant,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,city,football club,1,1,1.0,1,1.0,0.0
geographical_entity,organization,True,city,hospital,-1,0,-1.0,1,1.0,0.0
geographical_entity,organization,True,city,public library,-1,0,-1.0,1,1.0,0.0
geographical_entity,organization,True,city,publisher,1,0,-1.0,0,0.0,0.0
geographical_entity,organization,True,city,tea company,1,1,1.0,1,1.0,0.0
geographical_entity,organization,True,city,travel agency,-1,0,-1.0,1,1.0,0.0
geographical_entity,organization,True,city,university,1,0,1.0,1,1.0,0.0
geographical_entity,organization,True,dam,airline,1,0,1.0,1,1.0,0.0
geographical_entity,organization,True,dam,animation studio,1,1,1.0,1,1.0,0.0
geographical_entity,organization,True,dam,bank,-1,0,1.0,0,0.0,0.0
geographical_entity,organization,True,dam,coal power plant,1,0,1.0,1,1.0,0.0
geographical_entity,organization,True,dam,conglomerate,1,0,1.0,1,1.0,0.0
geographical_entity,organization,True,dam,cooperative,-1,2,1.0,0,0.0,0.0
geographical_entity,organization,True,dam,cryptocurrency exchange,1,1,1.0,1,1.0,0.0
geographical_entity,organization,True,dam,fast food restaurant,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,dam,football club,1,0,1.0,1,1.0,0.0
geographical_entity,organization,True,dam,hospital,-1,1,1.0,0,0.0,0.0
geographical_entity,organization,True,dam,public library,-1,1,1.0,0,0.0,0.0
geographical_entity,organization,True,dam,publisher,-1,0,1.0,0,0.0,0.0
geographical_entity,organization,True,dam,tea company,1,1,1.0,1,1.0,0.0
geographical_entity,organization,True,dam,travel agency,-1,1,1.0,0,0.0,0.0
geographical_entity,organization,True,dam,university,-1,0,1.0,0,0.0,0.0
geographical_entity,organization,True,desert,airline,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,desert,animation studio,-1,0,-1.0,1,1.0,0.0
geographical_entity,organization,True,desert,bank,-1,2,-1.0,1,1.0,0.0
geographical_entity,organization,True,desert,coal power plant,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,desert,conglomerate,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,desert,cooperative,-1,4,-1.0,1,1.0,0.0
geographical_entity,organization,True,desert,cryptocurrency exchange,-1,0,-1.0,1,1.0,0.0
geographical_entity,organization,True,desert,fast food restaurant,-1,3,-1.0,1,1.0,0.0
geographical_entity,organization,True,desert,football club,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,desert,hospital,-1,3,-1.0,1,1.0,0.0
geographical_entity,organization,True,desert,public library,-1,3,-1.0,1,1.0,0.0
geographical_entity,organization,True,desert,publisher,-1,2,-1.0,1,1.0,0.0
geographical_entity,organization,True,desert,tea company,-1,0,-1.0,1,1.0,0.0
geographical_entity,organization,True,desert,travel agency,-1,3,-1.0,1,1.0,0.0
geographical_entity,organization,True,desert,university,-1,2,-1.0,1,1.0,0.0
geographical_entity,organization,True,highway,airline,-1,0,1.0,0,0.0,0.0
geographical_entity,organization,True,highway,animation studio,1,0,1.0,1,1.0,0.0
geographical_entity,organization,True,highway,bank,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,highway,coal power plant,-1,0,-1.0,1,1.0,0.0
geographical_entity,organization,True,highway,conglomerate,-1,0,1.0,0,0.0,0.0
geographical_entity,organization,True,highway,cooperative,-1,3,1.0,0,0.0,0.0
geographical_entity,organization,True,highway,cryptocurrency exchange,1,0,1.0,1,1.0,0.0
geographical_entity,organization,True,highway,fast food restaurant,-1,2,0.0,0,,1.0
geographical_entity,organization,True,highway,football club,-1,0,1.0,0,0.0,0.0
geographical_entity,organization,True,highway,hospital,-1,2,-1.0,1,1.0,0.0
geographical_entity,organization,True,highway,public library,-1,2,1.0,0,0.0,0.0
geographical_entity,organization,True,highway,publisher,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,highway,tea company,1,0,1.0,1,1.0,0.0
geographical_entity,organization,True,highway,travel agency,-1,2,1.0,0,0.0,0.0
geographical_entity,organization,True,highway,university,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,island,airline,-1,0,0.0,0,,1.0
geographical_entity,organization,True,island,animation studio,1,1,1.0,1,1.0,0.0
geographical_entity,organization,True,island,bank,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,island,coal power plant,1,0,1.0,1,1.0,0.0
geographical_entity,organization,True,island,conglomerate,1,0,1.0,1,1.0,0.0
geographical_entity,organization,True,island,cooperative,-1,2,-1.0,1,1.0,0.0
geographical_entity,organization,True,island,cryptocurrency exchange,1,0,1.0,1,1.0,0.0
geographical_entity,organization,True,island,fast food restaurant,-1,2,-1.0,1,1.0,0.0
geographical_entity,organization,True,island,football club,1,0,1.0,1,1.0,0.0
geographical_entity,organization,True,island,hospital,-1,1,1.0,0,0.0,0.0
geographical_entity,organization,True,island,public library,-1,1,1.0,0,0.0,0.0
geographical_entity,organization,True,island,publisher,-1,0,1.0,0,0.0,0.0
geographical_entity,organization,True,island,tea company,1,0,1.0,1,1.0,0.0
geographical_entity,organization,True,island,travel agency,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,island,university,-1,0,1.0,0,0.0,0.0
geographical_entity,organization,True,lake,airline,1,3,1.0,1,1.0,0.0
geographical_entity,organization,True,lake,animation studio,1,4,1.0,1,1.0,0.0
geographical_entity,organization,True,lake,bank,1,2,1.0,1,1.0,0.0
geographical_entity,organization,True,lake,coal power plant,1,3,1.0,1,1.0,0.0
geographical_entity,organization,True,lake,conglomerate,1,3,1.0,1,1.0,0.0
geographical_entity,organization,True,lake,cooperative,1,0,1.0,1,1.0,0.0
geographical_entity,organization,True,lake,cryptocurrency exchange,1,4,1.0,1,1.0,0.0
geographical_entity,organization,True,lake,fast food restaurant,1,1,-1.0,0,0.0,0.0
geographical_entity,organization,True,lake,football club,1,3,1.0,1,1.0,0.0
geographical_entity,organization,True,lake,hospital,1,2,1.0,1,1.0,0.0
geographical_entity,organization,True,lake,public library,1,1,1.0,1,1.0,0.0
geographical_entity,organization,True,lake,publisher,1,2,1.0,1,1.0,0.0
geographical_entity,organization,True,lake,tea company,1,4,1.0,1,1.0,0.0
geographical_entity,organization,True,lake,travel agency,1,2,1.0,1,1.0,0.0
geographical_entity,organization,True,lake,university,1,2,1.0,1,1.0,0.0
geographical_entity,organization,True,national park,airline,-1,0,-1.0,1,1.0,0.0
geographical_entity,organization,True,national park,animation studio,1,1,1.0,1,1.0,0.0
geographical_entity,organization,True,national park,bank,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,national park,coal power plant,1,0,-1.0,0,0.0,0.0
geographical_entity,organization,True,national park,conglomerate,-1,0,1.0,0,0.0,0.0
geographical_entity,organization,True,national park,cooperative,-1,2,-1.0,1,1.0,0.0
geographical_entity,organization,True,national park,cryptocurrency exchange,1,0,-1.0,0,0.0,0.0
geographical_entity,organization,True,national park,fast food restaurant,-1,2,-1.0,1,1.0,0.0
geographical_entity,organization,True,national park,football club,-1,0,-1.0,1,1.0,0.0
geographical_entity,organization,True,national park,hospital,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,national park,public library,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,national park,publisher,-1,0,-1.0,1,1.0,0.0
geographical_entity,organization,True,national park,tea company,1,0,-1.0,0,0.0,0.0
geographical_entity,organization,True,national park,travel agency,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,national park,university,-1,0,-1.0,1,1.0,0.0
geographical_entity,organization,True,nuclear power plant,airline,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,nuclear power plant,animation studio,1,0,-1.0,0,0.0,0.0
geographical_entity,organization,True,nuclear power plant,bank,-1,2,-1.0,1,1.0,0.0
geographical_entity,organization,True,nuclear power plant,coal power plant,-1,0,-1.0,1,1.0,0.0
geographical_entity,organization,True,nuclear power plant,conglomerate,-1,0,1.0,0,0.0,0.0
geographical_entity,organization,True,nuclear power plant,cooperative,-1,3,-1.0,1,1.0,0.0
geographical_entity,organization,True,nuclear power plant,cryptocurrency exchange,-1,0,-1.0,1,1.0,0.0
geographical_entity,organization,True,nuclear power plant,fast food restaurant,-1,3,-1.0,1,1.0,0.0
geographical_entity,organization,True,nuclear power plant,football club,-1,0,-1.0,1,1.0,0.0
geographical_entity,organization,True,nuclear power plant,hospital,-1,2,-1.0,1,1.0,0.0
geographical_entity,organization,True,nuclear power plant,public library,-1,2,-1.0,1,1.0,0.0
geographical_entity,organization,True,nuclear power plant,publisher,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,nuclear power plant,tea company,-1,0,-1.0,1,1.0,0.0
geographical_entity,organization,True,nuclear power plant,travel agency,-1,2,-1.0,1,1.0,0.0
geographical_entity,organization,True,nuclear power plant,university,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,river,airline,1,1,1.0,1,1.0,0.0
geographical_entity,organization,True,river,animation studio,1,2,1.0,1,1.0,0.0
geographical_entity,organization,True,river,bank,1,0,1.0,1,1.0,0.0
geographical_entity,organization,True,river,coal power plant,1,2,1.0,1,1.0,0.0
geographical_entity,organization,True,river,conglomerate,1,1,1.0,1,1.0,0.0
geographical_entity,organization,True,river,cooperative,-1,0,1.0,0,0.0,0.0
geographical_entity,organization,True,river,cryptocurrency exchange,1,2,1.0,1,1.0,0.0
geographical_entity,organization,True,river,fast food restaurant,-1,0,0.0,0,,1.0
geographical_entity,organization,True,river,football club,1,1,1.0,1,1.0,0.0
geographical_entity,organization,True,river,hospital,1,0,1.0,1,1.0,0.0
geographical_entity,organization,True,river,public library,1,0,1.0,1,1.0,0.0
geographical_entity,organization,True,river,publisher,1,1,1.0,1,1.0,0.0
geographical_entity,organization,True,river,tea company,1,2,1.0,1,1.0,0.0
geographical_entity,organization,True,river,travel agency,1,0,1.0,1,1.0,0.0
geographical_entity,organization,True,river,university,1,0,1.0,1,1.0,0.0
geographical_entity,organization,True,volcano,airline,1,0,-1.0,0,0.0,0.0
geographical_entity,organization,True,volcano,animation studio,1,1,1.0,1,1.0,0.0
geographical_entity,organization,True,volcano,bank,-1,0,-1.0,1,1.0,0.0
geographical_entity,organization,True,volcano,coal power plant,1,0,-1.0,0,0.0,0.0
geographical_entity,organization,True,volcano,conglomerate,1,0,1.0,1,1.0,0.0
geographical_entity,organization,True,volcano,cooperative,-1,2,-1.0,1,1.0,0.0
geographical_entity,organization,True,volcano,cryptocurrency exchange,1,1,-1.0,0,0.0,0.0
geographical_entity,organization,True,volcano,fast food restaurant,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,volcano,football club,1,0,-1.0,0,0.0,0.0
geographical_entity,organization,True,volcano,hospital,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,volcano,public library,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,volcano,publisher,-1,0,-1.0,1,1.0,0.0
geographical_entity,organization,True,volcano,tea company,1,1,-1.0,0,0.0,0.0
geographical_entity,organization,True,volcano,travel agency,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,volcano,university,-1,0,-1.0,1,1.0,0.0
geographical_entity,organization,True,world heritage site,airline,-1,0,1.0,0,0.0,0.0
geographical_entity,organization,True,world heritage site,animation studio,1,0,1.0,1,1.0,0.0
geographical_entity,organization,True,world heritage site,bank,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,world heritage site,coal power plant,-1,0,1.0,0,0.0,0.0
geographical_entity,organization,True,world heritage site,conglomerate,-1,0,1.0,0,0.0,0.0
geographical_entity,organization,True,world heritage site,cooperative,-1,3,-1.0,1,1.0,0.0
geographical_entity,organization,True,world heritage site,cryptocurrency exchange,1,0,-1.0,0,0.0,0.0
geographical_entity,organization,True,world heritage site,fast food restaurant,-1,2,-1.0,1,1.0,0.0
geographical_entity,organization,True,world heritage site,football club,-1,0,1.0,0,0.0,0.0
geographical_entity,organization,True,world heritage site,hospital,-1,2,-1.0,1,1.0,0.0
geographical_entity,organization,True,world heritage site,public library,-1,2,-1.0,1,1.0,0.0
geographical_entity,organization,True,world heritage site,publisher,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,world heritage site,tea company,1,0,1.0,1,1.0,0.0
geographical_entity,organization,True,world heritage site,travel agency,-1,2,-1.0,1,1.0,0.0
geographical_entity,organization,True,world heritage site,university,-1,1,1.0,0,0.0,0.0
geographical_entity,organization,True,zoo,airline,1,0,-1.0,0,0.0,0.0
geographical_entity,organization,True,zoo,animation studio,1,1,1.0,1,1.0,0.0
geographical_entity,organization,True,zoo,bank,-1,0,-1.0,1,1.0,0.0
geographical_entity,organization,True,zoo,coal power plant,1,0,1.0,1,1.0,0.0
geographical_entity,organization,True,zoo,conglomerate,1,0,1.0,1,1.0,0.0
geographical_entity,organization,True,zoo,cooperative,-1,2,-1.0,1,1.0,0.0
geographical_entity,organization,True,zoo,cryptocurrency exchange,1,1,1.0,1,1.0,0.0
geographical_entity,organization,True,zoo,fast food restaurant,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,zoo,football club,1,0,-1.0,0,0.0,0.0
geographical_entity,organization,True,zoo,hospital,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,zoo,public library,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,zoo,publisher,-1,0,-1.0,1,1.0,0.0
geographical_entity,organization,True,zoo,tea company,1,1,1.0,1,1.0,0.0
geographical_entity,organization,True,zoo,travel agency,-1,1,-1.0,1,1.0,0.0
geographical_entity,organization,True,zoo,university,-1,0,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,bicycle,industrial robot,1,2,1.0,1,1.0,0.0
man-made_object,man-made_object,False,formula one circuit,bicycle,-1,7,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,formula one circuit,industrial robot,-1,4,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,formula one circuit,merchant ship,-1,2,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,formula one circuit,percussion instrument,-1,0,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,formula one circuit,skyscraper,-1,1,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,formula one circuit,smartphone,-1,7,1.0,0,0.0,0.0
man-made_object,man-made_object,False,helicopter,bicycle,-1,4,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,helicopter,formula one circuit,1,2,1.0,1,1.0,0.0
man-made_object,man-made_object,False,helicopter,industrial robot,-1,1,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,helicopter,merchant ship,1,0,-1.0,0,0.0,0.0
man-made_object,man-made_object,False,helicopter,percussion instrument,1,2,1.0,1,1.0,0.0
man-made_object,man-made_object,False,helicopter,skyscraper,1,1,1.0,1,1.0,0.0
man-made_object,man-made_object,False,helicopter,smartphone,-1,4,1.0,0,0.0,0.0
man-made_object,man-made_object,False,helicopter,wind turbine,-1,0,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,merchant ship,bicycle,-1,4,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,merchant ship,industrial robot,-1,1,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,merchant ship,percussion instrument,1,2,1.0,1,1.0,0.0
man-made_object,man-made_object,False,merchant ship,skyscraper,1,0,1.0,1,1.0,0.0
man-made_object,man-made_object,False,merchant ship,smartphone,-1,5,1.0,0,0.0,0.0
man-made_object,man-made_object,False,observatory,bicycle,-1,6,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,observatory,formula one circuit,1,1,-1.0,0,0.0,0.0
man-made_object,man-made_object,False,observatory,helicopter,-1,1,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,observatory,industrial robot,-1,3,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,observatory,merchant ship,-1,1,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,observatory,percussion instrument,1,0,1.0,1,1.0,0.0
man-made_object,man-made_object,False,observatory,skyscraper,-1,0,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,observatory,smartphone,-1,6,1.0,0,0.0,0.0
man-made_object,man-made_object,False,observatory,spacecraft,-1,0,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,observatory,wind turbine,-1,2,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,oil tanker,bicycle,-1,5,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,oil tanker,formula one circuit,1,2,1.0,1,1.0,0.0
man-made_object,man-made_object,False,oil tanker,helicopter,-1,0,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,oil tanker,industrial robot,-1,2,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,oil tanker,merchant ship,-1,0,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,oil tanker,observatory,1,0,0.0,0,,1.0
man-made_object,man-made_object,False,oil tanker,percussion instrument,1,1,1.0,1,1.0,0.0
man-made_object,man-made_object,False,oil tanker,skyscraper,1,0,-1.0,0,0.0,0.0
man-made_object,man-made_object,False,oil tanker,smartphone,-1,5,1.0,0,0.0,0.0
man-made_object,man-made_object,False,oil tanker,spacecraft,1,0,-1.0,0,0.0,0.0
man-made_object,man-made_object,False,oil tanker,wind turbine,-1,1,-1.0,1,1.0,0.0
man-made_object,man-made_object,False,percussion instrument,bicycle,-1,6,-1.0,1,1.0,0.0
