class1,class2,domain1,domain2,interdomain,GT,GT_ratio_order,acc_root_majority_coqex,acc_root_majority_gpt3,acc_root_majority_wikidata,acc_root_ttest_coqex,acc_root_ttest_gpt3,acc_root_ttest_majority_coqex,acc_root_ttest_majority_gpt3,acc_root_ttest_majority_wikidata,acc_root_ttest_wikidata,pred_root_majority_coqex,pred_root_majority_gpt3,pred_root_majority_wikidata,pred_root_ttest_coqex,pred_root_ttest_gpt3,pred_root_ttest_majority_coqex,pred_root_ttest_majority_gpt3,pred_root_ttest_majority_wikidata,pred_root_ttest_wikidata
animation studio,percussion instrument,organization,man-made_object,True,-1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0
animation studio,play,organization,creative_work,True,-1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
animation studio,public library,organization,organization,False,-1,2,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
animation studio,religious text,organization,creative_work,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
animation studio,satellite,organization,man-made_object,True,-1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
animation studio,scientific paper,organization,creative_work,True,-1,5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0
animation studio,skyscraper,organization,man-made_object,True,-1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
animation studio,smartphone,organization,man-made_object,True,-1,7,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
animation studio,song,organization,creative_work,True,-1,5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
animation studio,space station,organization,man-made_object,True,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
animation studio,spacecraft,organization,man-made_object,True,-1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
animation studio,submarine,organization,man-made_object,True,-1,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
animation studio,tea company,organization,organization,False,-1,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
animation studio,technological invention,organization,creative_work,True,-1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
animation studio,travel agency,organization,organization,False,-1,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
animation studio,video game,organization,creative_work,True,-1,3,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
animation studio,website,organization,creative_work,True,-1,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
animation studio,wind turbine,organization,man-made_object,True,-1,3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
architect,NBA player,occupation,occupation,False,1,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
architect,airline,occupation,organization,True,1,2,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
architect,airline pilot,occupation,occupation,False,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
architect,airport,occupation,geographical_entity,True,1,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
architect,ancient civilization,occupation,geographical_entity,True,1,4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
architect,animation feature film,occupation,creative_work,True,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
architect,animation studio,occupation,organization,True,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
architect,bank,occupation,organization,True,1,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
architect,bicycle,occupation,man-made_object,True,-1,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
architect,board game,occupation,creative_work,True,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
architect,book,occupation,creative_work,True,-1,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
architect,castle,occupation,geographical_entity,True,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
architect,city,occupation,geographical_entity,True,1,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
architect,coal power plant,occupation,organization,True,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
architect,conglomerate,occupation,organization,True,1,2,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
architect,cooperative,occupation,organization,True,-1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
architect,cryptocurrency exchange,occupation,organization,True,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
architect,dam,occupation,geographical_entity,True,1,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0
architect,dentist,occupation,occupation,False,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
architect,desert,occupation,geographical_entity,True,1,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
architect,fast food restaurant,occupation,organization,True,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
architect,film,occupation,creative_work,True,1,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
architect,football club,occupation,organization,True,1,2,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
architect,formula one circuit,occupation,man-made_object,True,1,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
architect,helicopter,occupation,man-made_object,True,1,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
architect,highway,occupation,geographical_entity,True,1,3,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
architect,hospital,occupation,organization,True,1,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
architect,industrial robot,occupation,man-made_object,True,-1,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
architect,island,occupation,geographical_entity,True,1,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
architect,lake,occupation,geographical_entity,True,-1,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
architect,merchant ship,occupation,man-made_object,True,1,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
architect,mobile app,occupation,creative_work,True,-1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
architect,national dance,occupation,creative_work,True,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
architect,national park,occupation,geographical_entity,True,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
architect,nuclear power plant,occupation,geographical_entity,True,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
architect,nurse,occupation,occupation,False,-1,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
architect,observatory,occupation,man-made_object,True,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
architect,oil tanker,occupation,man-made_object,True,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
architect,painting,occupation,creative_work,True,1,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
architect,patent,occupation,creative_work,True,-1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
architect,percussion instrument,occupation,man-made_object,True,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
architect,play,occupation,creative_work,True,1,2,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
architect,police officer,occupation,occupation,False,-1,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0
architect,public library,occupation,organization,True,1,0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
architect,publisher,occupation,organization,True,1,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
architect,religious text,occupation,creative_work,True,1,4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
architect,river,occupation,geographical_entity,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
architect,satellite,occupation,man-made_object,True,1,2,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
architect,scientific paper,occupation,creative_work,True,-1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,-1.0,0.0,1.0,-1.0,1.0,-1.0,1.0,-1.0
architect,skyscraper,occupation,man-made_object,True,1,2,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
architect,smartphone,occupation,man-made_object,True,-1,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
architect,song,occupation,creative_work,True,-1,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0
architect,space station,occupation,man-made_object,True,1,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
architect,spacecraft,occupation,man-made_object,True,1,2,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
architect,submarine,occupation,man-made_object,True,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
architect,tea company,occupation,organization,True,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
architect,technological invention,occupation,creative_work,True,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
architect,travel agency,occupation,organization,True,1,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
architect,university,occupation,organization,True,1,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
architect,video game,occupation,creative_work,True,1,0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
architect,volcano,occupation,geographical_entity,True,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
architect,website,occupation,creative_work,True,-1,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
architect,wind turbine,occupation,man-made_object,True,1,0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
architect,world heritage site,occupation,geographical_entity,True,1,3,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
architect,zoo,occupation,geographical_entity,True,1,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
astronaut,NBA player,occupation,occupation,False,-1,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
astronaut,airline,occupation,organization,True,-1,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
astronaut,airline pilot,occupation,occupation,False,-1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
astronaut,airport,occupation,geographical_entity,True,-1,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
astronaut,ancient civilization,occupation,geographical_entity,True,1,0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
astronaut,animation feature film,occupation,creative_work,True,-1,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
astronaut,animation studio,occupation,organization,True,1,0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
astronaut,architect,occupation,occupation,False,-1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
astronaut,bank,occupation,organization,True,-1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
astronaut,bicycle,occupation,man-made_object,True,-1,6,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
astronaut,board game,occupation,creative_work,True,-1,2,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
astronaut,book,occupation,creative_work,True,-1,5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
astronaut,castle,occupation,geographical_entity,True,-1,3,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
astronaut,city,occupation,geographical_entity,True,-1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
astronaut,coal power plant,occupation,organization,True,-1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
astronaut,conglomerate,occupation,organization,True,-1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
astronaut,cooperative,occupation,organization,True,-1,3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
astronaut,cryptocurrency exchange,occupation,organization,True,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
astronaut,dam,occupation,geographical_entity,True,-1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
astronaut,dentist,occupation,occupation,False,-1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
astronaut,desert,occupation,geographical_entity,True,1,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
astronaut,fashion designer,occupation,occupation,False,-1,2,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
astronaut,fast food restaurant,occupation,organization,True,-1,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0
astronaut,film,occupation,creative_work,True,-1,3,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
astronaut,football club,occupation,organization,True,-1,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
astronaut,formula one circuit,occupation,man-made_object,True,1,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
astronaut,helicopter,occupation,man-made_object,True,-1,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
astronaut,highway,occupation,geographical_entity,True,-1,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
astronaut,hospital,occupation,organization,True,-1,2,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
astronaut,industrial robot,occupation,man-made_object,True,-1,3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
astronaut,island,occupation,geographical_entity,True,-1,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
astronaut,lake,occupation,geographical_entity,True,-1,4,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
astronaut,lawyer,occupation,occupation,False,-1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
astronaut,merchant ship,occupation,man-made_object,True,-1,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
astronaut,mobile app,occupation,creative_work,True,-1,4,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
astronaut,national dance,occupation,creative_work,True,1,0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
astronaut,national park,occupation,geographical_entity,True,-1,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
astronaut,nuclear power plant,occupation,geographical_entity,True,1,0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
astronaut,nurse,occupation,occupation,False,-1,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
astronaut,observatory,occupation,man-made_object,True,-1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
astronaut,oil tanker,occupation,man-made_object,True,-1,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
astronaut,painting,occupation,creative_work,True,-1,2,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
astronaut,patent,occupation,creative_work,True,-1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
astronaut,percussion instrument,occupation,man-made_object,True,1,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
astronaut,play,occupation,creative_work,True,-1,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
astronaut,police officer,occupation,occupation,False,-1,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
astronaut,public library,occupation,organization,True,-1,2,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
astronaut,publisher,occupation,organization,True,-1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
astronaut,religious text,occupation,creative_work,True,1,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
astronaut,researcher,occupation,occupation,False,-1,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
astronaut,river,occupation,geographical_entity,True,-1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
astronaut,satellite,occupation,man-made_object,True,-1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
astronaut,school teacher,occupation,occupation,False,-1,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
